z,potential
1.869092232592328529e+01,-9.981313371275029045e-01
1.876308804918939543e+01,-9.978966353313705184e-01
1.883525377245551269e+01,-9.976653002171511631e-01
1.890741949572162284e+01,-9.974509708909529149e-01
1.897958521898774009e+01,-9.972634705488742091e-01
1.905175094225385024e+01,-9.971087631182211641e-01
1.912391666551996394e+01,-9.969892703798151068e-01
1.919608238878607764e+01,-9.969048278036565236e-01
1.926824811205218779e+01,-9.968522929043275305e-01
1.934041383531830149e+01,-9.968259001509870432e-01
1.941257955858441520e+01,-9.968178401229429442e-01
1.948474528185052890e+01,-9.968188576127862133e-01
1.955691100511664260e+01,-9.968182352800958324e-01
1.962907672838275630e+01,-9.968068473616321645e-01
1.970124245164886645e+01,-9.967761704362192443e-01
1.977340817491498370e+01,-9.967237154784837072e-01
1.984557389818109385e+01,-9.966515844148554626e-01
1.991773962144720755e+01,-9.965699568729472491e-01
1.998990534471332126e+01,-9.964951799676031730e-01
2.006207106797943140e+01,-9.964490544307375020e-01
2.013423679124554511e+01,-9.964496811467866699e-01
2.020640251451165881e+01,-9.965070834499425434e-01
2.027856823777777251e+01,-9.966149502280539085e-01
2.035073396104388621e+01,-9.967532765185297405e-01
2.042289968430999991e+01,-9.968944006295480387e-01
2.049506540757611006e+01,-9.970152658948023827e-01
2.056723113084222732e+01,-9.971057794568978228e-01
2.063939685410833746e+01,-9.971699960541978713e-01
2.071156257737445117e+01,-9.972131138816807683e-01
2.078372830064056487e+01,-9.972322156935073956e-01
2.085589402390667502e+01,-9.972023567428004442e-01
2.092805974717278872e+01,-9.970816190664325562e-01
2.100022547043890242e+01,-9.968178893918624439e-01
2.107239119370501612e+01,-9.963601915494701977e-01
2.114455691697112982e+01,-9.956665362221387428e-01
2.121672264023724352e+01,-9.947084936436354496e-01
